dialogue_line,humor
"Well, I was just wondering about the mother-to-be, but.. thanks for sharing.  Uh, lie back..",1.0
"You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now.",1.0
Oh my God.,1.0
Look at that.,0.0
I know.,1.0
Well? Isn't that amazing?,1.0
What are we supposed to be seeing here?,0.0
"I dunno, but.. I think it's about to attack the Enterprise.",1.0
"You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato.",1.0
"Then don't do that, alright?",0.0
Okay!,0.0
Monica. Whaddya think?,0.0
Mm-hmm.,0.0
Wh- are you welling up?,1.0
No.,0.0
"You are, you're welling up.",0.0
Am not!,0.0
You're gonna be an aunt.,1.0
Oh shut up!,0.0
"Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose.   Okay, I know it was a cheap shot, but I feel so much better now.",1.0
Hi guys!,0.0
"Hey, Pheebs! Hi!",0.0
"Hey. Oh, oh, how'd it go?",1.0
"Um, not so good. He walked me to the subway and said 'We should do this again!'",1.0
Ohh. Ouch.,1.0
"What? He said 'we should do it again', that's good, right?",1.0
"Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'.",0.0
Since when?,0.0
"Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'.",1.0
Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.,0.0
"Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'.",0.0
And everybody knows this?,0.0
Yeah. Cushions the blow.,1.0
"Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm.",1.0
"That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm.",1.0
"Uh, Ross.",0.0
"What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!",1.0
"""So how does it feel knowing you're about to die?""",1.0
"""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die.""",1.0
"Hey, that was really good!",0.0
Thanks! Let's keep going.,0.0
"Okay. ""So. Whaddya want from me, Damone, huh?""",1.0
"""I just wanna go back to my cell. 'Cause in my cell, I can smoke.""",1.0
"""Smoke away.""",0.0
I think this is probably why Damone smokes in his cell alone.,1.0
What?,1.0
Relax your hand!,0.0
Not so much!,0.0
Whoah!,0.0
Hey!,0.0
Hey!,0.0
"Alright, now try taking a puff.",0.0
Alright.. okay. No. Give it to me.,1.0
"No no no, I am not giving you a cigarette.",1.0
"It's fine, it's fine. Look, do you wanna get this part, or not? Here.",1.0
"Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete.",1.0
Y'miss it?,1.0
"Nah, not so much. Alright, now we smoke.  Oh.. my.. God.",1.0
"No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger.",1.0
That's ridiculous!,0.0
Can I use.. either thumb?,1.0
"Alright, don't tell me, don't tell me!  Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!",1.0
"Yeah. Yeah, excellent.",1.0
Good for me!,0.0
"Y'okay, Phoebe?",0.0
"Yeah- no- I'm just- it's, I haven't worked- It's my bank.",1.0
What did they do to you?,1.0
"It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-",1.0
Easy.,0.0
- and there's five hundred extra dollars in my account.,1.0
"Oh, Satan's minions at work again...",1.0
"Yes, 'cause now I have to go down there, and deal with them.",0.0
What are you talking about? Keep it!,1.0
"It's not mine, I didn't earn it, if I kept it, it would be like stealing.",1.0
"Yeah, but if you spent it, it would be like shopping!",1.0
"Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'...",1.0
We're with you. We got it.,0.0
Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.,1.0
"Chandler, what are you doing?",0.0
Hey. Whaddya doing?,1.0
"Oh! Oh, God!",0.0
What is this?!,1.0
"I'm smoking. I'm smoking, I'm smoking.",1.0
"Oh, I can't believe you! You've been so good, for three years!",0.0
And this- is my reward!,0.0
"Hold on a second, alright? Just think about what you went through the last time you quit.",1.0
"Okay, so this time I won't quit!",0.0
Ohhh! Put it out!,1.0
"All right! I'm putting it out, I'm putting it out.",1.0
"Oh, no! I- I can't drink this now!",1.0
"Alright. I'm gonna go change, I've got a date.",1.0
This Alan again? How's it goin'?,1.0
"'S'going pretty good, y'know? It's nice, and, we're having fun.",1.0
So when do we get to meet the guy?,1.0
"Let's see, today's Monday... Never.",1.0
"Oh, come on! Come on!",0.0
No. Not after what happened with Steve.,1.0
What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.,1.0
"Look, I don't even know how I feel about him yet. Just give me a chance to figure that out.",1.0
"Well, then can we meet him?",0.0
Nope. Schhorry.,1.0
"I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd.",1.0
"Listen. As someone who's seen more than her fair share of bad beef, I'll tell you: that is not such a terrible thing. I mean, they're your friends, they're just looking out after you.",1.0
"I know. I just wish that once, I'd bring a guy home that they actually liked.",1.0
"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",1.0
"Let it go, Ross.",0.0
"Yeah, well, you didn't know Chi Chi.",1.0
Do you all promise?,0.0
Yeah! We promise! We'll be good!,0.0
Chandler? Do you promise to be good?,1.0
"You can come in, but your filter-tipped little buddy has to stay outside!",0.0
"Hey, Pheebs.",1.0
"'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this-  -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!",1.0
What bank is this?,1.0
Hey. It's him.  Who is it?,1.0
It's Alan.,1.0
Chandler! He's here!,0.0
"Okay, please be good, please. Just remember how much you all like me.",1.0
"Hi. Alan, this is everybody. Everybody, this is Alan.",1.0
Hi.,0.0
"Hi, Alan.",0.0
I've heard schho much about all you guyschh!,1.0
"Thanks. I'll call you tomorrow.  Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?",1.0
C'mon!,0.0
"...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him.",1.0
Loved him! Yeah! He's great!,1.0
Wait a minute! We're talking about someone that I'm going out with?,1.0
Yeah!,0.0
And did you notice...?,1.0
Yeah.,1.0
Know what was great? The way his smile was kinda crooked.,1.0
"Yes, yes! Like the man in the shoe!",1.0
...What shoe?,1.0
"From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'",1.0
...So I think Alan will become the yardstick against which all future boyfriends will be measured.,1.0
"What future boyfriends? Nono, I th- I think this could be, y'know, it.",1.0
Really!,0.0
"Oh, yeah. I'd marry him just for his David Hasselhof impression alone. You know I'm gonna be doing that at parties, right?",1.0
"You know what I like most about him, though?",1.0
What?,1.0
The way he makes me feel about myself.,1.0
Yeah...,1.0
Hi.. how was the game?,1.0
Well..,1.0
WE WON!! Thank you! Yes!,0.0
Fantastic! I have one question: How is that possible?,1.0
Alan.,0.0
"He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-...",1.0
"I mean, it-it was like, it was like he made us into a team.",1.0
"Yep, we sure showed those Hassidic jewellers a thing or two about softball..",1.0
Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..,1.0
What?,1.0
"..I dunno, a little too Alan?",1.0
"Well, no. That's impossible. You can never be too Alan.",1.0
"Yeah, it's his, uh, innate Alan-ness that-that-that we adore.",1.0
I personally could have a gallon of Alan.,1.0
"Hey, Lizzie.",0.0
"Hey, Weird Girl.",0.0
I brought you alphabet soup.,1.0
Did you pick out the vowels?,1.0
"Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you.",1.0
Saltines?,0.0
"No, but would you like a thousand dollars and a football phone?",1.0
"What?  Oh my God, there's really money in here.",1.0
I know.,1.0
"Weird Girl, what are you doing?",1.0
"No, I want you to have it. I don't want it.",1.0
"No, no, I ha-I have to give you something.",1.0
"Oh, that's fine, no.",1.0
Would you like my tin-foil hat?,1.0
"No. 'Cause you need that. No, it's okay, thanks.",1.0
"Please, let me do something.",0.0
"Okay, alright, you buy me a soda, and then we're even. Okay?",1.0
Okay.,0.0
Okay.,0.0
Keep the change.  Sure you don't wanna pretzel?,1.0
"No, I'm fine.",1.0
See ya.,0.0
Huh!,0.0
A thumb?!,1.0
Eww!,0.0
"I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!",1.0
"Well, maybe it's a contest, y'know? Like, collect all five?",1.0
"Does, um, anyone wanna see?",0.0
Nooo!,0.0
"Oh, hey, don't do that! Cut it out!",1.0
It's worse than the thumb!,0.0
"Hey, this is so unfair!",0.0
"Oh, why is it unfair?",0.0
"So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?",1.0
...Does the knuckle-cracking bother everybody?,1.0
"Well, I-I could live without it.",1.0
"Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?",1.0
"Oh, now, don't listen to him, Pheebs, I think it's endearing.",1.0
"Oh,  ""you do, do you""?",0.0
"You know, there's nothing wrong with speaking correctly.",1.0
"""Indeed there isn't""... I should really get back to work.",1.0
"Yeah, 'cause otherwise someone might get what they actually ordered.",1.0
"Ohh-ho-hooohhh. The hair comes out, and the gloves come on.",1.0
Did you ever go out with a guy your friends all really like?,1.0
No.,0.0
"Okay.. Well, I'm going out with a guy my friends all really like.",1.0
"Waitwait.. we talking about the coyotes here? All right, a cow got through!",1.0
"Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing.",1.0
"Honey.. you should always feel the thing. Listen, if that's how you feel about the guy, Monica, dump him!",1.0
I know.. it's gonna be really hard.,1.0
"Well, he's a big boy, he'll get over it.",0.0
"No, he'll be fine. It's the other five I'm worried about.",1.0
Do you have any respect for your body?,0.0
Don't you realise what you're-you're doing to yourself?,0.0
"Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it.",1.0
"Chandler? It's Alan, he wants to speak to you.",1.0
"Really? He does?  Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks!",1.0
"God, he's good.",0.0
If only he were a woman.,1.0
Yeah.,1.0
"Ooh, Lambchop. How old is that sock? If I had a sock on my hand for thirty years it'd be talking too.",1.0
Okay. I think it's time to change somebody's nicotine patch.,1.0
Hey. Where's Joey?,0.0
"Joey ate my last stick of gum, so I killed him. Do you think that was wrong?",1.0
I think he's across the hall.,1.0
Thanks.,0.0
There y'go.,0.0
"Ooh, I'm alive with pleasure now.",1.0
"Hey Pheebs, you gonna have the rest of that Pop-Tart?.. Pheebs?",1.0
Does anyone want the rest of this Pop-Tart?,0.0
"Hey, I might!",0.0
"Sorry. ..Y'know, those stupid soda people gave me seven thousand dollars for the thumb.",1.0
You're kidding. Oh my God.,1.0
"And on my way over here, I stepped in gum. ...What is up with the universe?!",1.0
What's going on?,1.0
Nothing. I just think it's nice when we're all here together.,1.0
Even nicer when everyone gets to wear their underwear..,1.0
"Uh, Joey..",1.0
"Oh, God!",0.0
Okay..,1.0
Oh! That was Lambchop!,1.0
"Please, guys, we have to talk.",0.0
"Wait, wait, I'm getting a deja vu...no, I'm not.",1.0
"Alright, we have to talk.",0.0
